ID_Venda,Cliente,Produto,Marca,Preco,Quantidade,Data_Venda,Pagamento,Loja
278,Lucas,barra proteica,max titanium,95.64,1.0,2025-04-07 18:14:51.947749,Dinheiro,Loja 1
279,João,glutamina,growth supplements,149.28,3.0,2025-02-25 18:14:51.947757,Pix,Loja 1
280,Rafael,multivitaminico,atlhetica nutrition,99.22,3.0,2025-02-05 18:14:51.947768,Cartão,Loja 1
281,Fernanda,whey protein,bodyaction,197.34,2.0,2025-03-09 18:14:51.947781,Cartão,Não informado
282,Mariana,hipercalorico,bodyaction,71.48,1.0,2025-04-07 18:14:51.947804,Cartao,Loja 1
283,João,omega 3,probiotica,243.76,3.0,2025-01-21 18:14:51.947814,Cartao,Loja 2
284,Carlos,pre-treino,integralmedica,139.36,2.0,2025-09-14 18:14:51.947822,Não informado,Loja 1
285,Rafael,pre-treino,probiotica,237.75,2.0,2025-02-18 18:14:51.947830,Cartão,Filial A
286,Lucas,creatina,optimum nutrition,132.96,1.0,2025-08-26 18:14:51.947838,Cartão,Não informado
287,Lucas,multivitaminico,black skull,97.19,3.0,32/13/2023,Dinheiro,Loja 1
288,Rafael,bcaa,bodyaction,169.59,2.0,2024-11-06 18:14:51.947858,Cartão,Loja 2
289,Diego,barra proteica,universal,132.18,2.0,2025-06-11 18:14:51.947871,Cartão,Não informado
290,Diego,barra proteica,integralmedica,187.78,3.0,2024-12-05 18:14:51.947881,Cartão,Não informado
291,Juliana,whey protein,black skull,-182.06,2.0,2024-12-27 18:14:51.947889,Cartão,Loja 1
292,Bruna,whey protein,growth supplements,219.92,1.0,2025-06-01 18:14:51.947899,Não informado,Não informado
293,Camila,bcaa,optimum nutrition,175.19,1.0,2025-08-24 18:14:51.947912,Cartao,Filial A
294,Patrícia,omega 3,optimum nutrition,197.49,3.0,2025-02-17 18:14:51.947934,Não informado,Loja 2
295,Ana,whey protein,optimum nutrition,85.97,3.0,2024-11-29 18:14:51.947948,Cartão,Loja 2
296,Fernanda,multivitaminico,integralmedica,80.09,2.0,2024-10-24 18:14:51.947965,Pix,Loja 1
297,Lucas,albumina,max titanium,58.8,2.0,2025-01-23 18:14:51.947973,Não informado,Loja 2
298,Rafael,hipercalorico,optimum nutrition,178.24,2.0,2024-10-05 18:14:51.947981,Não informado,Não informado
299,Bruna,omega 3,midway,80.34,3.0,2025-08-08 18:14:51.947988,Dinheiro,Filial A
301,Camila,hipercalorico,optimum nutrition,170.39,2.0,2025-08-28 18:14:51.948003,Cartão,Loja 2
302,Rodrigo,creatina,probiotica,212.97,2.0,2025-08-05 18:14:51.948010,Cartao,Não informado
303,Camila,whey protein,growth supplements,130.12,2.0,2025-03-29 18:14:51.948019,Pix,Filial A
304,Diego,bcaa,universal,-107.83,2.0,2025-08-28 18:14:51.948029,Cartao,Loja 1
305,Juliana,omega 3,bodyaction,158.21,2.0,2025-03-08 18:14:51.948042,Não informado,Loja 2
306,Carlos,glutamina,bodyaction,115.29,2.0,2025-05-17 18:14:51.948057,Não informado,Loja 2
307,Paulo,barra proteica,optimum nutrition,187.74,3.0,2025-04-22 18:14:51.948068,Cartão,Loja 1
308,Carlos,barra proteica,integralmedica,122.26,1.0,2025-04-03 18:14:51.948081,Cartao,Loja 1
309,Bruna,whey protein,bodyaction,132.16,3.0,2025-04-15 18:14:51.948095,Cartão,Não informado
310,Diego,whey protein,midway,166.07,2.0,2025-03-21 18:14:51.948107,Pix,Não informado
312,Juliana,glutamina,probiotica,76.17,2.0,2025-03-18 18:14:51.948134,Dinheiro,Não informado
313,Rafael,glutamina,atlhetica nutrition,51.83,2.0,2025-07-31 18:14:51.948146,Pix,Loja 2
314,Juliana,multivitaminico,optimum nutrition,-63.47,2.0,2025-05-09 18:14:51.948157,Cartão,Loja 1
315,Rafael,omega 3,bodyaction,230.89,2.0,2025-01-26 18:14:51.948167,Não informado,Loja 2
316,João,creatina,atlhetica,210.38,2.0,2025-05-18 18:14:51.948174,Cartao,Loja 1
317,Mariana,creatina,bodyaction,118.43,2.0,32/13/2023,Não informado,Filial A
318,Rodrigo,bcaa,bodyaction,188.94,3.0,2025-03-28 18:14:51.948194,Pix,Loja 1
319,Ana,hipercalorico,black skull,89.36,2.0,2025-07-13 18:14:51.948209,Cartao,Filial A
320,Juliana,omega 3,optimum nutrition,66.97,2.0,2025-05-28 18:14:51.948221,Dinheiro,Não informado
321,Mariana,whey protein,bodyaction,144.95,1.0,2025-08-26 18:14:51.948244,Cartao,Loja 2
322,Rodrigo,whey protein,probiotica,95.91,2.0,2025-05-16 18:14:51.948253,Dinheiro,Filial A
324,Patrícia,albumina,bodyaction,63.19,1.0,2025-09-22 18:14:51.948273,Pix,Loja 2
325,Gabriela,barra proteica,bodyaction,127.2,2.0,2024-10-11 18:14:51.948288,Pix,Filial A
326,Diego,barra proteica,max titanium,-125.37,2.0,2024-11-27 18:14:51.948299,Cartao,Filial A
327,Mariana,glutamina,bodyaction,97.09,1.0,2024-11-03 18:14:51.948308,Cartao,Loja 1
328,Bruna,bcaa,integralmedica,165.61,1.0,2025-09-07 18:14:51.948315,Cartão,Loja 2
330,Rodrigo,glutamina,max titanium,160.61,1.0,2024-12-02 18:14:51.948337,Cartão,Não informado
331,Patrícia,hipercalorico,bodyaction,223.27,1.0,32/13/2023,Cartão,Não informado
334,Carlos,hipercalorico,midway,173.04,2.0,2025-02-21 18:14:51.948399,Dinheiro,Filial A
335,Fernanda,bcaa,midway,206.98,1.0,2025-01-31 18:14:51.948411,Cartao,Loja 1
336,Rafael,whey protein,integralmedica,-229.36,2.0,2025-09-18 18:14:51.948423,Dinheiro,Não informado
337,Camila,albumina,bodyaction,52.94,1.0,2024-12-11 18:14:51.948436,Dinheiro,Loja 1
338,Juliana,multivitaminico,max titanium,184.19,2.0,2025-08-22 18:14:51.948450,Não informado,Loja 2
339,Patrícia,creatina,integralmedica,238.61,2.0,2025-09-02 18:14:51.948464,Pix,Filial A
340,Patrícia,bcaa,black skull,137.02,2.0,2024-12-08 18:14:51.948478,Pix,Não informado
342,Rodrigo,multivitaminico,bodyaction,106.0,2.0,2025-07-09 18:14:51.948513,Cartao,Loja 2
343,Carlos,bcaa,bodyaction,146.29,1.0,2025-08-14 18:14:51.948527,Pix,Loja 1
344,Lucas,bcaa,max titanium,135.48,2.0,2025-03-28 18:14:51.948541,Cartao,Loja 1
345,Rodrigo,barra proteica,optimum nutrition,52.94,1.0,2025-01-14 18:14:51.948556,Pix,Filial A
346,Paulo,glutamina,midway,92.67,3.0,2025-05-10 18:14:51.948568,Cartão,Não informado
347,Rodrigo,creatina,bodyaction,112.17,1.0,2025-09-11 18:14:51.948580,Cartão,Loja 2
348,Rafael,omega 3,integralmedica,226.33,3.0,2025-01-04 18:14:51.948592,Dinheiro,Filial A
349,Rodrigo,bcaa,black skull,139.56,3.0,2025-04-29 18:14:51.948604,Não informado,Loja 2
350,Fernanda,glutamina,probiotica,243.81,1.0,2025-04-13 18:14:51.948622,Cartao,Não informado
351,Camila,glutamina,optimum nutrition,129.41,1.0,32/13/2023,Pix,Filial A
352,Carlos,whey protein,growth supplements,69.95,2.0,2025-08-12 18:14:51.948648,Cartão,Loja 2
353,Rafael,glutamina,universal,54.76,2.0,2025-04-21 18:14:51.948662,Pix,Loja 1
354,Gabriela,bcaa,integralmedica,230.02,1.0,2025-07-11 18:14:51.948677,Cartão,Loja 1
355,Rafael,creatina,integralmedica,187.28,3.0,2025-09-13 18:14:51.948689,Cartão,Não informado
356,Carlos,multivitaminico,optimum nutrition,198.63,2.0,2024-10-23 18:14:51.948700,Cartão,Loja 1
357,Ana,hipercalorico,probiotica,188.01,2.0,2025-04-04 18:14:51.948711,Cartão,Loja 2
358,Bruna,whey protein,black skull,231.97,3.0,2024-11-18 18:14:51.948723,Dinheiro,Filial A
359,Rafael,pre-treino,atlhetica nutrition,61.86,1.0,32/13/2023,Não informado,Não informado
360,Camila,omega 3,optimum nutrition,98.33,2.0,2025-06-10 18:14:51.948746,Não informado,Filial A
361,Patrícia,barra proteica,probiotica,201.75,1.0,2025-06-10 18:14:51.948760,Pix,Loja 1
362,Carlos,multivitaminico,black skull,141.88,2.0,2024-10-26 18:14:51.948771,Dinheiro,Loja 2
363,Juliana,pre-treino,max titanium,178.63,1.0,2025-03-31 18:14:51.948784,Não informado,Não informado
364,Fernanda,glutamina,max titanium,77.22,3.0,2025-02-08 18:14:51.948796,Não informado,Não informado
365,Rafael,barra proteica,midway,129.05,2.0,2024-10-21 18:14:51.948812,Dinheiro,Loja 1
366,Camila,bcaa,integralmedica,54.93,2.0,2025-02-14 18:14:51.948825,Pix,Loja 2
367,João,omega 3,integralmedica,84.18,1.0,2025-01-05 18:14:51.948839,Cartao,Loja 1
368,Gabriela,albumina,max titanium,160.05,3.0,2024-12-12 18:14:51.948851,Cartao,Loja 2
369,Paulo,creatina,growth supplements,145.75,2.0,2025-08-26 18:14:51.948863,Cartao,Loja 2
370,Fernanda,barra proteica,bodyaction,60.68,2.0,2025-01-28 18:14:51.948874,Cartão,Loja 2
371,Fernanda,pre-treino,probiotica,67.74,2.0,2025-07-24 18:14:51.948890,Não informado,Loja 1
372,Carlos,hipercalorico,midway,75.31,2.0,2025-09-11 18:14:51.948902,Cartão,Filial A
373,Camila,bcaa,optimum nutrition,225.16,1.0,2025-07-25 18:14:51.948914,Cartao,Filial A
374,Camila,whey protein,growth supplements,208.61,2.0,2025-02-06 18:14:51.948926,Não informado,Loja 1
375,Lucas,omega 3,growth supplements,186.53,1.0,2025-02-01 18:14:51.948938,Não informado,Loja 1
376,Rodrigo,bcaa,probiotica,218.43,1.0,2024-11-16 18:14:51.948950,Dinheiro,Loja 2
378,João,hipercalorico,bodyaction,166.24,3.0,32/13/2023,Cartao,Não informado
379,João,glutamina,probiotica,170.9,2.0,2025-03-16 18:14:51.948994,Cartão,Loja 1
380,Patrícia,bcaa,integralmedica,160.96,1.0,2024-10-17 18:14:51.949007,Não informado,Loja 1
381,Fernanda,multivitaminico,midway,177.89,1.0,2024-10-28 18:14:51.949020,Cartao,Filial A
382,João,pre-treino,integralmedica,142.19,1.0,2025-03-27 18:14:51.949033,Dinheiro,Loja 2
383,Patrícia,pre-treino,probiotica,183.69,2.0,2025-05-16 18:14:51.949044,Cartao,Não informado
384,Camila,barra proteica,optimum nutrition,248.07,3.0,2025-06-19 18:14:51.949057,Dinheiro,Não informado
385,Rafael,barra proteica,universal,126.46,3.0,2025-07-27 18:14:51.949069,Pix,Filial A
386,Rafael,whey protein,midway,237.98,2.0,2025-03-09 18:14:51.949082,Pix,Filial A
387,Lucas,hipercalorico,integralmedica,224.02,1.0,2025-05-16 18:14:51.949095,Cartão,Filial A
388,Ana,glutamina,probiotica,73.27,2.0,2025-09-01 18:14:51.949113,Cartao,Loja 2
389,Gabriela,multivitaminico,growth supplements,149.14,2.0,2025-07-19 18:14:51.949127,Cartão,Filial A
390,Paulo,omega 3,bodyaction,243.89,2.0,2025-01-14 18:14:51.949142,Pix,Filial A
391,Rodrigo,multivitaminico,integralmedica,188.3,2.0,2025-06-08 18:14:51.949158,Cartao,Não informado
392,Mariana,barra proteica,universal,232.21,2.0,2024-11-11 18:14:51.949169,Dinheiro,Não informado
393,Camila,omega 3,atlhetica nutrition,57.27,2.0,2025-07-26 18:14:51.949184,Dinheiro,Filial A
395,Carlos,pre-treino,integralmedica,55.36,2.0,2025-05-26 18:14:51.949208,Pix,Filial A
396,Rodrigo,pre-treino,integralmedica,189.86,2.0,2025-09-29 18:14:51.949223,Cartao,Loja 2
397,Juliana,albumina,universal,129.42,2.0,2025-09-06 18:14:51.949236,Cartao,Não informado
398,Juliana,creatina,probiotica,81.19,2.0,2024-12-18 18:14:51.949250,Dinheiro,Loja 1
399,Rodrigo,multivitaminico,universal,101.65,2.0,2025-05-18 18:14:51.949264,Dinheiro,Loja 2
400,Paulo,bcaa,bodyaction,100.75,2.0,2024-10-24 18:14:51.949280,Dinheiro,Loja 2
401,Paulo,albumina,midway,59.86,2.0,2025-05-27 18:14:51.949294,Cartão,Loja 1
403,Camila,creatina,universal,129.86,3.0,2025-03-16 18:14:51.949326,Pix,Não informado
404,Ana,albumina,integralmedica,135.62,2.0,2024-12-14 18:14:51.949336,Pix,Filial A
405,Bruna,glutamina,max titanium,168.19,2.0,2025-08-30 18:14:51.949349,Cartão,Loja 2
406,Ana,glutamina,growth supplements,77.19,1.0,2025-06-18 18:14:51.949360,Cartao,Não informado
407,Diego,omega 3,growth supplements,82.99,1.0,2024-11-25 18:14:51.949373,Dinheiro,Loja 2
409,Carlos,barra proteica,atlhetica nutrition,195.02,2.0,2025-07-28 18:14:51.949399,Dinheiro,Loja 1
411,Bruna,omega 3,bodyaction,164.48,1.0,2025-02-27 18:14:51.949420,Cartao,Filial A
412,Bruna,whey protein,growth supplements,-144.05,3.0,2024-12-14 18:14:51.949451,Dinheiro,Não informado
413,Diego,creatina,atlhetica nutrition,91.18,1.0,2025-06-30 18:14:51.949463,Cartão,Loja 2
414,Fernanda,bcaa,universal,172.82,3.0,2024-11-20 18:14:51.949474,Pix,Não informado
415,Gabriela,hipercalorico,black skull,94.28,3.0,2024-11-20 18:14:51.949486,Não informado,Loja 2
416,Juliana,barra proteica,black skull,226.18,2.0,2025-07-17 18:14:51.949498,Não informado,Filial A
417,Fernanda,hipercalorico,probiotica,204.11,3.0,2025-08-09 18:14:51.949509,Cartão,Loja 1
418,Camila,barra proteica,integralmedica,115.36,2.0,2025-05-06 18:14:51.949521,Cartao,Filial A
420,Rodrigo,whey protein,atlhetica nutrition,222.75,3.0,2025-01-02 18:14:51.949544,Cartao,Loja 2
421,Rafael,barra proteica,optimum nutrition,211.23,1.0,2025-05-19 18:14:51.949557,Não informado,Filial A
422,João,glutamina,probiotica,124.2,2.0,2025-06-24 18:14:51.949570,Dinheiro,Loja 2
423,Ana,pre-treino,integralmedica,110.25,2.0,2025-01-14 18:14:51.949583,Cartao,Loja 1
424,Ana,omega 3,atlhetica nutrition,106.12,2.0,2024-10-30 18:14:51.949606,Cartao,Não informado
425,Camila,glutamina,growth supplements,95.68,1.0,2025-07-08 18:14:51.949621,Não informado,Filial A
426,Bruna,hipercalorico,atlhetica nutrition,89.79,2.0,2025-09-25 18:14:51.949636,Dinheiro,Filial A
427,Bruna,barra proteica,growth supplements,143.69,2.0,2025-02-08 18:14:51.949657,Cartão,Não informado
428,Rodrigo,hipercalorico,midway,199.68,2.0,2025-09-01 18:14:51.949671,Dinheiro,Loja 2
430,Carlos,multivitaminico,integralmedica,212.86,3.0,2024-10-26 18:14:51.949695,Cartao,Loja 1
431,Rodrigo,multivitaminico,atlhetica nutrition,216.48,3.0,2025-09-04 18:14:51.949712,Não informado,Loja 2
432,Fernanda,multivitaminico,integralmedica,81.11,3.0,2025-03-16 18:14:51.949729,Não informado,Filial A
433,Paulo,glutamina,integralmedica,140.27,2.0,2025-06-26 18:14:51.949743,Cartão,Loja 1
434,Ana,creatina,growth supplements,133.19,1.0,2025-02-09 18:14:51.949755,Cartao,Filial A
435,Paulo,whey protein,midway,173.45,3.0,2025-08-04 18:14:51.949765,Dinheiro,Loja 2
436,Mariana,multivitaminico,probiotica,122.14,2.0,2025-07-01 18:14:51.949776,Pix,Filial A
438,Fernanda,barra proteica,black skull,124.84,3.0,2025-08-24 18:14:51.949798,Pix,Loja 2
439,Juliana,multivitaminico,integralmedica,239.53,2.0,2025-05-15 18:14:51.949809,Cartao,Não informado
440,Rafael,bcaa,integralmedica,158.55,1.0,2024-10-30 18:14:51.949832,Dinheiro,Loja 2
441,Lucas,glutamina,universal,201.49,2.0,2025-05-27 18:14:51.949846,Dinheiro,Não informado
442,Mariana,barra proteica,integralmedica,101.84,3.0,2025-08-11 18:14:51.949858,Cartão,Loja 2
443,Gabriela,omega 3,black skull,221.11,2.0,2025-07-14 18:14:51.949869,Dinheiro,Loja 1
444,Rafael,glutamina,max titanium,158.69,3.0,2025-09-25 18:14:51.949881,Não informado,Loja 1
445,Fernanda,albumina,universal,-217.36,2.0,2024-12-12 18:14:51.949892,Cartao,Não informado
446,Gabriela,omega 3,bodyaction,130.35,3.0,2025-07-31 18:14:51.949903,Dinheiro,Loja 2
447,Patrícia,bcaa,universal,53.42,2.0,2025-07-08 18:14:51.949914,Não informado,Loja 2
448,Juliana,creatina,bodyaction,223.17,2.0,2025-07-13 18:14:51.949926,Cartao,Filial A
449,Lucas,omega 3,probiotica,225.04,2.0,2024-10-12 18:14:51.949937,Cartão,Loja 1
450,Ana,albumina,bodyaction,69.27,2.0,2025-06-30 18:14:51.949949,Não informado,Loja 2
451,Fernanda,whey protein,integralmedica,182.0,1.0,2025-02-11 18:14:51.949962,Cartao,Loja 2
452,Rodrigo,multivitaminico,probiotica,226.4,2.0,2025-06-12 18:14:51.949976,Cartao,Loja 1
453,Fernanda,albumina,bodyaction,85.41,3.0,32/13/2023,Cartão,Loja 2
454,Mariana,omega 3,probiotica,219.83,2.0,2025-02-05 18:14:51.950001,Cartão,Não informado
455,Rafael,whey protein,optimum nutrition,175.83,1.0,2024-11-08 18:14:51.950015,Não informado,Loja 1
456,Rodrigo,glutamina,integralmedica,142.13,2.0,2024-12-07 18:14:51.950027,Dinheiro,Filial A
457,Rafael,multivitaminico,integralmedica,214.4,3.0,2024-12-09 18:14:51.950040,Dinheiro,Filial A
458,Diego,pre-treino,midway,170.47,1.0,2025-02-14 18:14:51.950059,Dinheiro,Loja 1
459,Diego,glutamina,midway,62.59,2.0,2025-09-18 18:14:51.950073,Não informado,Não informado
460,Patrícia,multivitaminico,midway,240.72,3.0,2025-08-03 18:14:51.950086,Dinheiro,Filial A
461,Rodrigo,multivitaminico,probiotica,71.36,1.0,2025-05-17 18:14:51.950099,Cartão,Loja 2
462,Gabriela,omega 3,atlhetica nutrition,56.28,1.0,2025-03-10 18:14:51.950106,Não informado,Loja 1
463,Ana,omega 3,black skull,161.26,1.0,2025-04-14 18:14:51.950115,Não informado,Loja 2
464,Lucas,barra proteica,max titanium,52.91,3.0,32/13/2023,Dinheiro,Loja 1
465,Gabriela,albumina,universal,121.18,3.0,2025-03-15 18:14:51.950130,Não informado,Filial A
466,Juliana,barra proteica,bodyaction,139.77,1.0,2024-10-30 18:14:51.950138,Cartao,Loja 2
467,Bruna,whey protein,probiotica,96.19,3.0,2025-07-24 18:14:51.950146,Cartão,Não informado
468,Diego,glutamina,bodyaction,82.97,2.0,2025-08-01 18:14:51.950153,Pix,Não informado
469,Rodrigo,multivitaminico,integralmedica,51.58,3.0,2025-02-16 18:14:51.950160,Pix,Não informado
470,Patrícia,multivitaminico,black skull,170.16,2.0,2025-06-03 18:14:51.950167,Pix,Loja 1
471,Diego,creatina,atlhetica nutrition,229.89,2.0,2025-07-26 18:14:51.950194,Cartão,Loja 1
472,Camila,multivitaminico,integralmedica,204.48,2.0,2024-11-17 18:14:51.950207,Pix,Filial A
473,Fernanda,albumina,black skull,221.84,3.0,2025-01-22 18:14:51.950219,Cartão,Não informado
474,Carlos,whey protein,growth supplements,140.82,3.0,2024-11-07 18:14:51.950232,Dinheiro,Filial A
475,Diego,omega 3,black skull,121.28,2.0,2025-06-19 18:14:51.950245,Não informado,Loja 2
476,Ana,albumina,growth supplements,66.63,2.0,2024-11-04 18:14:51.950257,Não informado,Loja 2
477,Bruna,whey protein,integralmedica,84.82,3.0,2024-12-19 18:14:51.950269,Pix,Loja 1
478,Rafael,bcaa,universal,195.79,1.0,2025-08-09 18:14:51.950281,Cartão,Filial A
479,Bruna,multivitaminico,universal,125.78,1.0,2025-04-24 18:14:51.950293,Cartao,Loja 2
480,Lucas,barra proteica,universal,167.51,2.0,2025-09-11 18:14:51.950300,Não informado,Filial A
481,Diego,pre-treino,probiotica,69.04,3.0,2025-05-05 18:14:51.950307,Pix,Não informado
482,Patrícia,omega 3,midway,162.21,2.0,2025-04-14 18:14:51.950315,Não informado,Filial A
483,Juliana,omega 3,max titanium,138.22,1.0,2025-07-21 18:14:51.950322,Não informado,Loja 2
484,Gabriela,barra proteica,max titanium,155.82,3.0,2025-08-10 18:14:51.950331,Dinheiro,Não informado
485,Diego,bcaa,bodyaction,55.94,2.0,2024-12-29 18:14:51.950343,Cartão,Loja 2
486,Lucas,multivitaminico,atlhetica nutrition,208.99,2.0,2025-08-07 18:14:51.950356,Não informado,Loja 1
487,Rafael,albumina,universal,67.89,1.0,2025-02-04 18:14:51.950371,Cartão,Filial A
489,Carlos,pre-treino,growth supplements,70.21,3.0,2025-04-15 18:14:51.950397,Dinheiro,Filial A
490,João,multivitaminico,atlhetica nutrition,91.13,2.0,2025-08-20 18:14:51.950414,Pix,Não informado
492,Gabriela,pre-treino,universal,87.19,1.0,2025-03-19 18:14:51.950429,Cartao,Loja 1
493,Gabriela,bcaa,optimum nutrition,158.94,2.0,32/13/2023,Dinheiro,Filial A
494,Mariana,omega 3,black skull,56.99,2.0,2025-04-17 18:14:51.950444,Dinheiro,Filial A
495,Fernanda,glutamina,atlhetica nutrition,159.37,1.0,2025-05-17 18:14:51.950453,Cartao,Loja 2
496,Bruna,bcaa,max titanium,73.21,3.0,2025-06-13 18:14:51.950461,Não informado,Não informado
497,Lucas,whey protein,midway,84.74,3.0,2024-11-19 18:14:51.950469,Pix,Filial A
498,Juliana,albumina,atlhetica nutrition,148.19,1.0,2024-11-05 18:14:51.950476,Não informado,Loja 1
499,Juliana,creatina,black skull,111.01,1.0,2025-01-13 18:14:51.950484,Não informado,Não informado
500,Diego,albumina,probiotica,52.78,1.0,32/13/2023,Cartão,Filial A
501,João,omega 3,growth supplements,102.9,2.0,2025-05-18 18:14:51.950499,Dinheiro,Loja 2
502,Camila,creatina,atlhetica nutrition,-105.9,2.0,2024-10-11 18:14:51.950507,Pix,Loja 1
503,Lucas,pre-treino,probiotica,146.54,2.0,2024-11-09 18:14:51.950514,Dinheiro,Filial A
504,Fernanda,multivitaminico,bodyaction,223.11,2.0,2025-03-22 18:14:51.950522,Cartao,Filial A
506,Diego,whey protein,integralmedica,56.36,2.0,2025-03-01 18:14:51.950538,Cartão,Filial A
507,João,hipercalorico,growth supplements,61.99,1.0,2025-09-16 18:14:51.950545,Dinheiro,Não informado
508,Carlos,pre-treino,optimum nutrition,212.6,2.0,2025-08-22 18:14:51.950552,Cartao,Loja 2
509,Mariana,creatina,atlhetica nutrition,131.5,2.0,2024-12-23 18:14:51.950559,Cartão,Não informado
510,Rodrigo,whey protein,universal,201.92,2.0,2025-06-27 18:14:51.950567,Cartão,Não informado
511,Ana,bcaa,midway,232.77,2.0,2025-05-13 18:14:51.950576,Cartao,Não informado
513,Gabriela,bcaa,atlhetica nutrition,76.28,3.0,2024-12-29 18:14:51.950600,Cartão,Loja 2
514,Juliana,hipercalorico,black skull,101.06,2.0,2025-07-27 18:14:51.950608,Cartao,Loja 1
515,Camila,whey protein,optimum nutrition,214.17,2.0,2024-12-14 18:14:51.950615,Cartão,Não informado
516,Patrícia,barra proteica,universal,195.22,2.0,2025-03-12 18:14:51.950623,Dinheiro,Loja 2
517,Juliana,albumina,black skull,57.81,2.0,2025-04-19 18:14:51.950631,Dinheiro,Loja 2
518,Paulo,whey protein,probiotica,-79.68,1.0,2025-06-15 18:14:51.950638,Cartão,Loja 1
519,Ana,whey protein,black skull,168.75,2.0,2025-01-06 18:14:51.950645,Não informado,Loja 1
520,Carlos,glutamina,growth supplements,163.54,2.0,2025-07-20 18:14:51.950652,Dinheiro,Não informado
521,Paulo,barra proteica,midway,127.64,3.0,2024-12-25 18:14:51.950659,Cartão,Não informado
522,Diego,glutamina,growth supplements,153.01,1.0,2025-08-11 18:14:51.950668,Dinheiro,Não informado
523,Carlos,creatina,max titanium,101.83,3.0,2025-07-15 18:14:51.950675,Dinheiro,Filial A
524,Juliana,whey protein,probiotica,125.01,3.0,2024-12-06 18:14:51.950683,Pix,Não informado
525,Bruna,multivitaminico,growth supplements,53.21,1.0,2024-10-12 18:14:51.950690,Dinheiro,Loja 2
526,Fernanda,multivitaminico,growth supplements,156.18,2.0,2025-05-18 18:14:51.950697,Dinheiro,Não informado
527,João,albumina,black skull,-140.89,2.0,2024-11-16 18:14:51.950704,Não informado,Loja 2
528,Fernanda,albumina,universal,244.91,2.0,2024-10-24 18:14:51.950711,Cartao,Loja 1
529,Camila,whey protein,probiotica,67.05,2.0,32/13/2023,Dinheiro,Loja 2
530,Camila,bcaa,universal,230.89,1.0,2025-01-18 18:14:51.950726,Cartao,Filial A
531,João,glutamina,black skull,133.79,2.0,2025-09-17 18:14:51.950734,Cartão,Filial A
532,João,whey protein,probiotica,101.89,1.0,2025-01-21 18:14:51.950742,Não informado,Loja 2
533,Mariana,albumina,integralmedica,-140.61,2.0,2024-10-04 18:14:51.950749,Pix,Não informado
534,Mariana,bcaa,midway,159.16,3.0,2025-01-30 18:14:51.950756,Cartão,Loja 2
535,Lucas,whey protein,growth supplements,110.66,2.0,2025-07-27 18:14:51.950763,Pix,Loja 2
536,Patrícia,whey protein,universal,117.26,3.0,2025-07-08 18:14:51.950771,Não informado,Loja 2
537,Ana,hipercalorico,black skull,184.12,1.0,2025-01-01 18:14:51.950778,Dinheiro,Loja 1
538,Rodrigo,hipercalorico,midway,211.26,3.0,2024-12-03 18:14:51.950787,Não informado,Loja 1
539,Bruna,hipercalorico,atlhetica nutrition,86.35,3.0,2025-06-21 18:14:51.950802,Pix,Loja 1
541,Ana,whey protein,probiotica,174.58,2.0,2025-08-15 18:14:51.950825,Cartão,Loja 1
542,João,glutamina,max titanium,69.78,2.0,2025-09-06 18:14:51.950833,Cartão,Não informado
543,Camila,bcaa,midway,101.67,2.0,2025-01-04 18:14:51.950840,Pix,Loja 1
544,Gabriela,creatina,atlhetica nutrition,54.53,2.0,2025-01-05 18:14:51.950848,Cartao,Loja 2
545,Juliana,multivitaminico,probiotica,55.5,2.0,2025-07-12 18:14:51.950855,Dinheiro,Não informado
546,Patrícia,multivitaminico,probiotica,225.66,1.0,2025-06-28 18:14:51.950863,Não informado,Loja 1
547,Gabriela,omega 3,bodyaction,223.63,2.0,2025-03-11 18:14:51.950871,Dinheiro,Loja 1
548,Bruna,barra proteica,midway,141.18,2.0,2025-02-15 18:14:51.950879,Pix,Loja 1
549,Bruna,barra proteica,atlhetica nutrition,67.89,2.0,2025-04-30 18:14:51.950888,Cartao,Loja 1
550,Ana,multivitaminico,atlhetica nutrition,154.54,3.0,2025-06-13 18:14:51.950896,Cartão,Loja 2
552,Mariana,creatina,optimum nutrition,247.83,2.0,2025-06-03 18:14:51.950911,Não informado,Filial A
553,João,glutamina,atlhetica nutrition,232.42,2.0,2025-01-21 18:14:51.950918,Não informado,Não informado
554,Rodrigo,creatina,atlhetica nutrition,77.36,2.0,2025-04-14 18:14:51.950925,Dinheiro,Loja 2
555,Lucas,albumina,max titanium,-237.78,2.0,2025-07-09 18:14:51.950933,Cartao,Loja 1
556,Mariana,glutamina,atlhetica nutrition,78.27,1.0,2025-02-06 18:14:51.950940,Não informado,Não informado
557,Carlos,albumina,optimum nutrition,182.92,2.0,2025-04-20 18:14:51.950947,Dinheiro,Loja 1
558,Juliana,bcaa,max titanium,141.8,2.0,2024-12-15 18:14:51.950954,Pix,Não informado
559,Gabriela,omega 3,optimum nutrition,59.14,1.0,2025-02-13 18:14:51.950961,Cartao,Loja 2
560,Mariana,multivitaminico,probiotica,234.17,3.0,2024-11-24 18:14:51.950968,Não informado,Não informado
561,Paulo,omega 3,universal,153.4,2.0,2025-07-01 18:14:51.950977,Pix,Filial A
562,Juliana,pre-treino,growth supplements,78.96,1.0,2025-04-15 18:14:51.950984,Cartao,Não informado
563,Patrícia,whey protein,atlhetica nutrition,169.08,3.0,2025-05-22 18:14:51.950991,Cartão,Loja 1
